Dataset,Model,Filters,Metric,Baseline value,After filter application,Improvement (%),Filter metric R2,Filter metric Accuracy,Baseline metric R2,Baseline metric Accuracy,Mixed metric R2,Mixed metric Accuracy,Mixed metric roc_auc,Rest metric R2,Rest metric Accuracy,Rest metric roc_auc,Notes
bace,GaussianNB,InpharmaticaFilter,ROC-AUC,0.5949579455977094,0.5897450329262114,99.12381829504588,-0.8371137502110653,0.5588235294117647,-0.7758142448103083,0.5676567656765676,-0.8707050823192559,0.5445544554455446,0.5726556907659269,-0.6111944027986009,0.6025641025641025,0.6241879060469766,None
bace,GaussianNB,LINTFilter,ROC-AUC,0.5949579455977094,0.5877777777777778,98.79316380711275,-1.0966666666666671,0.5405405405405406,-0.7758142448103083,0.5676567656765676,-0.8571492483894063,0.5478547854785478,0.5779124910522548,-0.4113241308793456,0.6600496277915633,0.6147239263803681,None
bace,GaussianNB,LipinskiFilter,ROC-AUC,0.5949579455977094,0.553046218487395,92.95551434846224,-0.9342436974789912,0.5268817204301075,-0.7758142448103083,0.5676567656765676,-0.9384842519685044,0.528052805280528,0.558674838940587,-0.6949152542372881,0.576271186440678,0.576271186440678,None
bace,GaussianNB,MLSMRFilter,ROC-AUC,0.5949579455977094,0.6399601063829787,107.56392298283521,-0.26063829787234094,0.6962025316455697,-0.7758142448103083,0.5676567656765676,-1.250268432355047,0.4521452145214521,0.5229285969935576,-0.9135183992153768,0.5223613595706619,0.5394603153235448,None
bace,GaussianNB,MolecularWeightFilter,ROC-AUC,0.5949579455977094,0.5975937626025003,100.44302576750074,-0.7456647398843927,0.5728476821192053,-0.7758142448103083,0.5676567656765676,-0.7758142448103083,0.5676567656765676,0.5949579455977094,-1.6666666666666665,0.5,0.6666666666666666,None
bace,GaussianNB,NIBRFilter,ROC-AUC,0.5949579455977094,0.5975147637795275,100.42974771590781,-0.7090059055118112,0.578397212543554,-0.7758142448103083,0.5676567656765676,-0.8435934144595565,0.5511551155115512,0.5796573013600572,-0.7858585858585858,0.5641025641025641,0.505050505050505,None
bace,GaussianNB,NIHFilter,ROC-AUC,0.5949579455977094,0.5935960591133005,99.77109533631983,-0.7788724685276407,0.5666666666666667,-0.7758142448103083,0.5676567656765676,-0.8164817465998573,0.5577557755775577,0.5864352183249821,-7.571428571428571,0.4666666666666667,0.7142857142857143,None
bace,GaussianNB,OpreaFilter,ROC-AUC,0.5949579455977094,0.5385338345864662,90.5162858267977,-0.4172932330827066,0.7211538461538461,-0.7758142448103083,0.5676567656765676,-1.331603435934145,0.43234323432343236,0.5047870436649964,-0.9658996708275984,0.5085255767301906,0.5089979155097343,None
bace,GaussianNB,PAINSFilter,ROC-AUC,0.5949579455977094,0.593318335208099,99.7244157504337,-0.7800674915635546,0.5662251655629139,-0.7758142448103083,0.5676567656765676,-0.7758142448103083,0.5676567656765676,0.5949579455977094,1.0,1.0,1.0,None
bace,GaussianNB,PfizerFilter,ROC-AUC,0.5949579455977094,0.5550986842105263,93.3004909536691,-1.575657894736842,0.46296296296296297,-0.7758142448103083,0.5676567656765676,-0.8300375805297069,0.5544554455445545,0.5989396921975662,-0.23080943079400984,0.6971252566735113,0.6691725780473596,None
bace,GaussianNB,REOSFilter,ROC-AUC,0.5949579455977094,0.5618279569892473,94.43154111082944,-0.6129032258064515,0.6129032258064516,-0.7758142448103083,0.5676567656765676,-1.2231567644953478,0.45874587458745875,0.5143611309949893,-1.070524478871373,0.4864864864864865,0.522947331217648,None
bace,GaussianNB,RuleOfFourFilter,ROC-AUC,0.5949579455977094,0.7363636363636363,123.76734218144902,-1.3030303030303045,0.7368421052631579,-0.7758142448103083,0.5676567656765676,-0.42336256263421657,0.6534653465346535,0.6644595561918396,-0.48664936242666523,0.6339622641509434,0.625424509096293,None
bace,GaussianNB,RuleOfVeberFilter,ROC-AUC,0.5949579455977094,0.5661705551086083,95.1614411233418,-0.7043443282381334,0.5739910313901345,-0.7758142448103083,0.5676567656765676,-0.911372584108805,0.5346534653465347,0.5683607730851825,-0.6566394279877421,0.5904522613065326,0.6209652706843718,None
bace,GaussianNB,RuleOfXuFilter,ROC-AUC,0.5949579455977094,0.5689890710382514,95.63517476292058,-0.8536733454766239,0.545774647887324,-0.7758142448103083,0.5676567656765676,-0.911372584108805,0.5346534653465347,0.5651395848246241,-0.7052154195011333,0.574468085106383,0.5854875283446712,None
bace,GaussianNB,SureChEMBLFilter,ROC-AUC,0.5949579455977094,0.585445042762116,98.40107978959142,-0.636838770985112,0.5911949685534591,-0.7758142448103083,0.5676567656765676,-1.033375089477452,0.504950495049505,0.5453650680028633,-0.8531788417777364,0.5368567454798331,0.5430192417839286,None
bace,GaussianNB,TiceHerbicidesFilter,ROC-AUC,0.5949579455977094,0.6001317523056654,100.86960880953666,-0.37714097496706156,0.672566371681416,-0.7758142448103083,0.5676567656765676,-1.2231567644953478,0.45874587458745875,0.5253221188260558,-0.7335997335997335,0.5673684210526316,0.5837828837828838,None
bace,GaussianNB,TiceInsecticidesFilter,ROC-AUC,0.5949579455977094,0.5491093518060366,92.29380931359573,-0.6781296387926763,0.6165413533834586,-0.7758142448103083,0.5676567656765676,-1.2773801002147462,0.44554455445544555,0.5106701861130996,-1.0295949120241104,0.4929411764705882,0.5056730044763551,None
bace,GaussianNB,ValenceDiscoveryFilter,ROC-AUC,0.5949579455977094,0.5172151548672567,86.93306118429086,-0.6397953539823009,0.6214689265536724,-0.7758142448103083,0.5676567656765676,-1.1960450966356482,0.46534653465346537,0.5255234430923407,-1.1096181196798915,0.49761526232114467,0.5721995796981469,None
bace,GaussianNB,ZINCBasicFilter,ROC-AUC,0.5949579455977094,0.5366704161979752,90.20308412871482,-0.7571803524559433,0.5646551724137931,-0.7758142448103083,0.5676567656765676,-1.1011542591267003,0.4884488448844885,0.5232865068002863,-1.0542190050386773,0.5354107648725213,0.623749201618054,None
bace,GaussianNB,ZINCDruglikeFilter,ROC-AUC,0.5949579455977094,0.6164079822616407,103.60530300043007,-0.42033576179917587,0.6779661016949152,-0.7758142448103083,0.5676567656765676,-1.250268432355047,0.4521452145214521,0.5163520042949178,-0.9654507502363501,0.5091891891891892,0.4928299308266173,None
